ActionName	UserName	GroupName	Help	Type	FileName	ArgIn	ArgOut
OpenByReconstruction	Open by Reconstruction	Filters	Open by reconstruction	 (filter)		mask_size:int=5; mask_type:int=1; color_epsilon:int=0; Img:Image	Result:Image	
AdjustParams	AdjustParams	neuro	AdjustParams			LearningInfo:string; Passes:int=5000; ObjectList:Object List		
TeachNeuro	TeachNeuro	neuro	TeachNeuro			LearningInfo:string; ClassifyInfo:string		
ClassifyNeuro	ClassifyNeuro	neuro	ClassifyNeuro	 (filter)		ClassifyInfo:string; ObjectList:Object List		
UpdateOleObject	Обновить OLE объект	OLE объект	Обновить OLE объект					
ShowOleObjectContent	О создании OLE объекта	OLE объект	Информация о создании OLE объекта					
ShowOleObject	Показать OLE объект	OLE объект	Показать OLE объект					
DeactivateOleObject	Сделать неактивным OLE объект	OLE объект	Сделать неактивным OLE объект					
ActivateOleObject	Активизировать OLE объект	OLE объект	Активизировать OLE объект					
InsertOleObjectFromClipboardToExist	Вставить OLE объект из буфера	OLE объект	Вставить OLE объект из буфера					
InsertOleObjectFromClipboard	Вставить OLE объект из буфера в документ	OLE объект	Вставить OLE объект из буфера в документ					
InsertOleObjectToExist	Вставить OLE объект	OLE объект	Вставить  OLE объект			InputFileName:string		
InsertOleObject	Вставить OLE объект в документ	OLE объект	Вставить OLE объект в документ			InputFileName:string		
TakeObjectsRects	TakeObjectsRects	Particles	TakeObjectsRects	 (filter)		cx:int=100; cy:int=100; Image:Image; Objects:Object List	ObjectsWithRects:Object List	
TailEdit	Редактирование хвоста	Particles	Редактирование хвоста (левая кнопка мыши) и средней части (Shift+лев. кнопка мыши)	 (interactive)				
SegmLines	SegmLines	Particles	SegmLines	 (filter)		Src:Image; SrcParticles:Object List; SrcStopZone:Image	ResParticles:Object List	
SegmObjects	SegmObjects	Particles	SegmObjects	 (filter)		Threshold:double=0.5; Dilate:int=5; Src:Object List	Res:Object List	
ParticlesAddFrame	ParticlesAddFrame	Particles	ParticlesAddFrame			Current:Object List	Total:Object List	
SpermSegm	SpermSegm	Particles	SpermSegm	 (filter)		BackTolerance:double=6; Img:Image; ForeMethod:int=-1	Binary:Binary	
SegmSmallObjects	SegmSmallObjects	Particles	SegmSmallObjects			Image:Image; Binary:Binary; MinArea:int=5; Border:int=0; MinCX:int=16; MinCY:int=16	Objects:Object List	
UnpackPhase	unpack phase	Phase analysis	unpack phase			UnpackedName:string; PackedName:string; Phase:int		
PackPhase	pack phase	Phase analysis	pack phase			PackedName:string; UnpackedName:string; Phase:string=-1		
UpdateWindow	UpdateWindow	For Developers	UpdateWindow			Invalidate:int=0; UpdateChildren:int=0		
Sleep	sleep	For Developers	sleep			TimeMsec:int=1000		
NewPhasePacked	Make new phase from background on single binary	Phase analysis	Make new phase from backgroundfrom background on single binary	 (filter)		NewPhase:int=-1; BinImage:Binary	BinResult:Binary	
NewPhase	Сделать фон новой фазой	Фазовый анализ	Сделать фон новой фазой			PhaseNumber:int=-1; Name:string		
SwitchPhase	Переключение фазы на активном фазовом изображении	Фазовый анализ	Переключение фазы на активном фазовом изображении			Phase:int=-1		
GrayThresholdingPhase	Полутоновая бинаризация с получением фазы	Фазовый анализ	Полутоновая бинаризация с получением фазы	 (filter)		Low:int=0; High:int=256; Phase:int=0; BinImage:Image	BinResult:Binary	
GrayThresholdingAllPhases	threshold all phases on image	Phase analysis	threshold all phases on image	 (filter)		Image:Image	BinResult:Binary	
SewManual	Ручная сшивка	Изображение	Перемещение: Shift+стрелки курсора. Быстрое перемещение: Сtrl + стрелки курсора. Выход: Esc.	 (interactive)				
SewAuto2	Auto Stitch	Image	Stitch selected images automatically	 (filter)		Img0:Image; Img1:Image	Stitch Result:Image	
SewAutoVert	Автоматическая вертикальная сшивка	Изображение	Автоматическая сшивка пронумерованных  изображений сверху вниз	 (filter)		Img0:Image; Img1:Image; Img2:Image; Img3:Image; Img4:Image; Img5:Image; Img6:Image; Img7:Image; Img8:Image; Img9:Image; Img10:Image; Img11:Image; Img12:Image; Img13:Image; Img14:Image; Img15:Image; Img16:Image; Img17:Image; Img18:Image; Img19:Image	Stitch Result:Image	
SewAuto	Автоматическая горизонтальная сшивка	Изображение	Автоматическая сшивка пронумерованных  изображений слева на право	 (filter)		Img0:Image; Img1:Image; Img2:Image; Img3:Image; Img4:Image; Img5:Image; Img6:Image; Img7:Image; Img8:Image; Img9:Image; Img10:Image; Img11:Image; Img12:Image; Img13:Image; Img14:Image; Img15:Image; Img16:Image; Img17:Image; Img18:Image; Img19:Image	Stitch Result:Image	
ShowStatTableDependence	Зависимость	Вид	Показать зависимость					
CustomizeStatTable	Customize Statistics Table	Statistics	Customize statatistics table					
ShowAllStatTableColumns	Show All Statistics Table Columns	Statistics	Show all statatistics table columns					
HideStatTableColumn	Hide Statistics Table Column	Statistics	Hide statatistics table column					
SewStatTable	Sew Statistics Table	Statistics	Sew statatistics table			StatTable1:string; StatTable2:string; StatTableNew:string; ActivateTable:int=1; OvewriteType:int=0		
FilterStatTable	Filter Statistics Table	Statistics	Filter statatistics table			StatTable:string; StatTableNew:string; ActivateTable:int=1; UseParamsFilter:int=1; Classes:string; ClassesFile:string		
DeleteObjectsFromStatTable	Delete Objects From Statistics Table	Statistics	Delete objects from statatistics table			StatTable:string; ObjectListName:string; ImageName:string		
ExportStatTable	Сохранить таблицу данных в текстовом формате	Измерения	Сохранить таблицу данных в текстовом формате			StatTable:string; FileName:string; ExportType:int=0; AddParamNames:int=1; DecimalSeparator:string		
ShowStatTable	Таблица данных	Вид	Показать таблицу данных					
CreateStatTable	Create Statistics Table	Statistics	Create statatistics table			ObjectList:string; TableName:string; ActivateTable:int=1; SendImages:int=0; VerifyType:int=0; AskOverWrite:int=1; EnableUndo:int=1		
ShowStatTableCmp	Show/Hide comparison table	Statistics	Show/Hide statistic comparison table			Show:int=-1		
ShowStatLegendCmp	Show/Hide comparison legend	Statistics	Show/hide statistic legend			Show:int=-1		
ShowStatChartCmp	Show/Hide Compare Chart	Statistics	Show/Hide statistics comparison chart			Show:int=-1		
ShowCompareView	Сравнение статистик	Вид сравнеия	Показать сравнение					
ShowVirtualClasses	ShowVirtualClasses	Statistics	ShowVirtualClasses			bShow:int=-1		
AssignVirtualClasses	AssignVirtualClasses	Statistics	AssignVirtualClasses			ObjectListName:string; StatObjectName:string		
CreateStatObject	CreateStatObject	Статистика	CreateStatObject			StatDataName:string; OutputObjectName:string; ClassForDivision:int=-1; ActivateAfterCreate:int=1; ValidateAfterCreate:int=1; Flags:int=0		
ShowStatTableView	Показать таблицу	Статистика	Включить/выключить отображение таблицы			Show:int=-1		
ShowStatLegendView	Показать легенду	Статистика	Включить/выключить отображение легенды			Show:int=-1		
ShowStatChartView	Показать диаграмму	Статистика	Включить/выключить отображение столбцовой диаграммы			Show:int=-1		
ShowStatView	Статистика	Вид	Показать статистику					
Snapshot	Snapshot	Tests	Snapshot			ShowTargetDialog:int=0; ResizeCX:int=0; ResizeCY:int=0; ScrollWindow:int=0; WndPhoto:string=WndPhoto; SnapParents:int=0; SnapX:int=-1; SnapY:int=-1		
FastFindPhasesColor	FastFindPhasesColor	Thresholding	FastFindPhasesColor	 (filter)		nPhases:int=3; CreateResult:int=1; Img:Image	FindPhasesColor:Image	
SegmSerial3	SegmSerial3	Thresholding	SegmSerial3	 (filter)		Tolerance:double=10.0; DistTolerance:double=1.0; Img:Image	Sequence:Image	
SegmSerial2	SegmSerial2	Thresholding	SegmSerial2	 (filter)		Colors:int=10; Img:Image	Sequence:Image	
SegmSerial	SegmSerial	Thresholding	SegmSerial	 (filter)		dc:double=40.0; Img:Image	Sequence:Image	
EvenByEdge	EvenByEdge	Filters	EvenByEdge	 (filter)		Img:Image; Bin:Binary	EvenByEdge:Image	
LinesThreshold	LinesThreshold	Thresholding	LinesThreshold	 (filter)		Threshold:int=32; Mask:int=7; Img:Image	Lines:Binary	
ContinueCurves	ContinueCurves	Thresholding	ContinueCurves	 (filter)		r_min:double=10.0; r_max:double=40.0; threshold:double=0.5; Bin:Binary	Curves:Binary	
ThresholdByEdges	ThresholdByEdges	Thresholding	ThresholdByEdges	 (filter)		Smooth:int=7; Img:Image; Edges:Binary	Binary:Binary	
FindCurves	FindCurves	Thresholding	FindCurves	 (filter)		r_min:double=10.0; r_max:double=40.0; threshold:double=0.5; Bin:Binary	Curves:Binary	
Canny	CannyThreshold	Thresholding	CannyThreshold	 (filter)		Threshold:int=32; Kind:int=0; Img:Image	Canny:Binary	
FindCircles3	FindCircles3	Filters	FindCircles3	 (filter)		MinRadius:int=16; MaxRadius:int=32; MinDistance:int=16; MaxDistortion:double=0.25; Threshold:double=0.5; Img:Image	Objects:Object List	
ProcessPairs	ProcessPairs	Filters	ProcessPairs	 (filter)		MaxDistance:int=2; SizeRatio:double=0.5; Flags:int=3; Source:Object List	ProcessPairs:Object List	
FindCircles2	FindCircles2	Filters	FindCircles2	 (filter)		Radius:int=32; Img:Image; Bin:Binary; ShowDebugImage:int=0	Objects:Object List	
TransformColor1	TransformColor1	Color	TransformColor1	 (filter)		Flags:int=0; Img:Image	TransformColor1:Image	
SegmColorPhases	Поиск цветовых диапазонов	Filters	Поиск цветовых диапазонов	 (filter)		Img:Image; TestPointX:int=-1; TestPointY:int=-1	SegmColorPhases:Binary	
FindPhasesColor	FindPhasesColor	Filters	FindPhasesColor	 (filter)		nPhases:int=3; CreateResult:int=1; Img:Image	FindPhasesColor:Image	
FindPhasesGray	Поиск фаз на grayscale	Filters	FindPhasesGray	 (filter)		CreateResult:int=1; Img:Image	FindPhasesGray:Binary	
LocalMin	Бинаризация локального минимума	Filters	Бинаризация локального минимума	 (filter)		Img:Image	LocalMin:Binary	
LocalMax	Бинаризация локального максимума	Filters	Бинаризация локального максимума	 (filter)		Img:Image	LocalMax:Binary	
ChowKaneko	Бинаризация Шов/Канеко	Filters	Бинаризация Шов/Канеко	 (filter)		Param:int=64; Type:int=0; Img:Image	ChowKaneko:Binary	
Relaxation	Бинаризация с релаксацией	Filters	Бинаризация с релаксацией	 (filter)		Param:int=100; Img:Image	Relaxation:Binary	
Pyramid	Пирамидальная сегментация	Filters	Пирамидальная сегментация	 (filter)		Param:int=1; Img:Image	Pyramid:Image	
MinBinaryThreshold	Бинаризация по минимизации	Filters	Бинаризация по минимизации ошибки	 (filter)		Img:Image	BinaryMinimum:Binary	
BoundsThreshold	Бинаризация по границам	Filters	Бинаризация по границам	 (filter)		Img:Image	BoundsEdge:Binary	
PeaksThreshold	Бинаризация по пикам	Filters	Бинаризация по пикам гистограммы	 (filter)		Img:Image	Peaks:Binary	
EntropyThreshold	Бинаризация по энтропии	Filters	Бинаризация по критерию минимума энтропии	 (filter)		Img:Image	Entropy:Binary	
FuzzySetsThreshold	Бинаризация нечетких множеств	Filters	Бинаризация по границе нечетких множеств	 (filter)		Img:Image	FuzzySets:Binary	
IterationThreshold	Итерационная бинаризация	Filters	Бинаризация с использованием итерационной границы	 (filter)		Img:Image	Iteration:Binary	
add_functions	add_functions	Скрипты	add_functions 					
add_functions_db	add_functions_db	Скрипты	add_functions_db 					
add_functions_db_Old2006	add_functions_db_Old2006	Скрипты	add_functions_db_Old2006 					
add_functions_object_keys	add_functions_object_keys	Скрипты	add_functions_object_keys 					
add_functions_object_keys_Old2006	add_functions_object_keys_Old2006	Скрипты	add_functions_object_keys_Old2006 					
add_functions_Old2006	add_functions_Old2006	Скрипты	add_functions_Old2006 					
BinMeas	Measure Masks	Measurement	Measure object masks Measure Masks					
BinMeas_Old2006	Measure Masks	Measurement	Measure object masks Measure Masks					
blot	blot	Скрипты	blot 					
Collect	Focus Enhancement	Enhance	Focus Enhancement Focus Enhancement					
CompareResut	Stitch from Splitter	Image	Create new image by combining two split images Stitch from splitter					
CreatePloidClassFile	...	Measurement	Measurement 					
CreateTD	Add to Statistics	Measurement	Add data to statistics Add Data to Statistics					
CreateTD_Old2006	Add to Statistics	Measurement	Add data to statistics Add Data to Statistics					
DataTableToExcel	Data Table to Excel	Measurement	Send current Data Table to MS Excel Send Data Table to MS					
DataTableToExcel1	Data Table to Excel	Measurement	Send current Data Table to MS Excel Send Data Table to MS					
DataToExcelMaster	Send Data to MS Excel	Measurement	Send current Object List to MS Excel Send Data to MS Excel					
EmptyFileOpen	EmptyFileOpen	Internal Scripts	EmptyFileOpen 					
EmptyFileOpenLight	EmptyFileOpenLight	Internal Scripts	EmptyFileOpenLight 					
FileSaveViewScript	Save View...	File	Save the current view as file Save View					
FileSaveViewScript_Old2006	Save View...	File	Save the current view as file Save View					
FileSendViewScript	Send View...	File	Send the current view by E-Mail Send View					
FileSendViewScript_Old2006	Send View...	File	Send the current view by E-Mail Send View					
HideDockBars	Hide Dockbars	Internal Scripts	Hide dockbars 					
HideDockBars_Old2006	Hide Dockbars	Internal Scripts	Hide dockbars 					
Init_Master	Init_Master	Скрипты	Init_Master 					
Init_Master0	Init_Master0	Скрипты	Init_Master0 					
Init_Master_Old2006	Init_Master_Old2006	Скрипты	Init_Master_Old2006 					
LocalContrast	Local Contrast	Enhance	Local contrast Local Contrast					
MasterModeDataBase	Database	Tools	Switch to Database mode Switch to Database					
MasterModeDataBase_Old2006	Database	Tools	Switch to Database mode Switch to Database					
MasterModeMethod	Method	Tools	Switch to Method mode Switch to Method					
Master_states	Master_states	Скрипты	Master_states 					
Master_states_Old2006	Master_states_Old2006	Скрипты	Master_states_Old2006 					
MeasManualAngle2LineScript	MeasManualAngle2LineScript	Скрипты	MeasManualAngle2LineScript 					
MeasManualAngle2LineScript_Old2006	MeasManualAngle2LineScript_Old2006	Скрипты	MeasManualAngle2LineScript_Old2006 					
MeasManualAngle3PointScript	MeasManualAngle3PointScript	Скрипты	MeasManualAngle3PointScript 					
MeasManualAngle3PointScript_Old2006	MeasManualAngle3PointScript_Old2006	Скрипты	MeasManualAngle3PointScript_Old2006 					
MeasManualCycle2Script	MeasManualCycle2Script	Скрипты	MeasManualCycle2Script 					
MeasManualCycle2Script_Old2006	MeasManualCycle2Script_Old2006	Скрипты	MeasManualCycle2Script_Old2006 					
MeasManualCycle3Script	MeasManualCycle3Script	Скрипты	MeasManualCycle3Script 					
MeasManualCycle3Script_Old2006	MeasManualCycle3Script_Old2006	Скрипты	MeasManualCycle3Script_Old2006 					
MeasManualFreeLineScript	MeasManualFreeLineScript	Скрипты	MeasManualFreeLineScript 					
MeasManualFreeLineScript_Old2006	MeasManualFreeLineScript_Old2006	Скрипты	MeasManualFreeLineScript_Old2006 					
MeasManualLineScript	MeasManualLineScript	Скрипты	MeasManualLineScript 					
MeasManualLineScript_Old2006	MeasManualLineScript_Old2006	Скрипты	MeasManualLineScript_Old2006 					
MeasManualSplineScript	MeasManualSplineScript	Скрипты	MeasManualSplineScript 					
MeasManualSplineScript_Old2006	MeasManualSplineScript_Old2006	Скрипты	MeasManualSplineScript_Old2006 					
MethodStart	MethodStart	Скрипты	MethodStart 					
MethodStart_Old2006	MethodStart_Old2006	Скрипты	MethodStart_Old2006 					
NewDataBase	New Database...	Database	Create new database New Database					
NewDoc	New Document	File	Create a new document New Document					
NewQueryScript	New Query...	Database	Create new query New Query					
NewQueryScript_Old2006	New Query...	Database	Create new query New Query					
Null_Action	Null	---	Null Null					
ObjectEditorScript	ObjectEditorScript	Скрипты	ObjectEditorScript 					
ObjectEditorScript_Old2006	ObjectEditorScript_Old2006	Скрипты	ObjectEditorScript_Old2006 					
ObjectEllipseDirectScript	ObjectEllipseDirectScript	Скрипты	ObjectEllipseDirectScript 					
ObjectEllipseDirectScript_Old2006	ObjectEllipseDirectScript_Old2006	Скрипты	ObjectEllipseDirectScript_Old2006 					
ObjectEllipseFixedScript	ObjectEllipseFixedScript	Скрипты	ObjectEllipseFixedScript 					
ObjectEllipseFixedScript_Old2006	ObjectEllipseFixedScript_Old2006	Скрипты	ObjectEllipseFixedScript_Old2006 					
ObjectEllipseScript	ObjectEllipseScript	Скрипты	ObjectEllipseScript 					
ObjectEllipseScript_Old2006	ObjectEllipseScript_Old2006	Скрипты	ObjectEllipseScript_Old2006 					
ObjectFreeScript	ObjectFreeScript	Скрипты	ObjectFreeScript 					
ObjectFreeScript_Old2006	ObjectFreeScript_Old2006	Скрипты	ObjectFreeScript_Old2006 					
ObjectMagickStickScript	ObjectMagickStickScript	Скрипты	ObjectMagickStickScript 					
ObjectMagickStickScript_Old2006	ObjectMagickStickScript_Old2006	Скрипты	ObjectMagickStickScript_Old2006 					
ObjectRectDirectScript	ObjectRectDirectScript	Скрипты	ObjectRectDirectScript 					
ObjectRectDirectScript_Old2006	ObjectRectDirectScript_Old2006	Скрипты	ObjectRectDirectScript_Old2006 					
ObjectRectFixedScript	ObjectRectFixedScript	Скрипты	ObjectRectFixedScript 					
ObjectRectFixedScript_Old2006	ObjectRectFixedScript_Old2006	Скрипты	ObjectRectFixedScript_Old2006 					
ObjectRectScript	ObjectRectScript	Скрипты	ObjectRectScript 					
ObjectRectScript_Old2006	ObjectRectScript_Old2006	Скрипты	ObjectRectScript_Old2006 					
ObjectScissorsScript	ObjectScissorsScript	Скрипты	ObjectScissorsScript 					
ObjectScissorsScript_Old2006	ObjectScissorsScript_Old2006	Скрипты	ObjectScissorsScript_Old2006 					
ObjectSplineScript	ObjectSplineScript	Скрипты	ObjectSplineScript 					
ObjectSplineScript_Old2006	ObjectSplineScript_Old2006	Скрипты	ObjectSplineScript_Old2006 					
OpenDataBase	Open Database...	Database	Open existing database Open Database					
OpenLastDB	Open Last Database...	Database	Open last used database Open Last Database					
OptionsMaster	Options...	Tools	Main program options Main Options					
PasteAsNew	Paste into New Document	Edit	Paste into new document Paste into New Document					
RemoveUnknClass	Delete Unknown	Measurement	Delete all unknown objects Delete All Unknown Objects					
RenameMethod	Rename Method	Method	Rename the selected method Rename Method					
RenameMethod_Old2006	Rename Method	Method	Rename the selected method Rename Method					
RunBinMorph	Mask Morphology...	Objects Masks	Morphological operations on the object masks on the image Morphological Operations on the Object Masks					
RunBrightnessContrastLight	Brightness and Contrast...	Enhance	Adjust brightness and contrast of the active image Brightness and Contrast					
RunBrightnessContrastLight_Old2006	Brightness and Contrast...	Enhance	Adjust brightness and contrast of the active image Brightness and Contrast					
RunCalibrXYRatio	Input Device X/Y Ratio...	Measurement	Specify X/Y pixel ratio for active input device Input Device X/Y Ratio					
RunClass	Classifier...	Statistics	Classifier Classifier					
RunColorAutoThresholding	Automatic...	Objects Masks	Automatic objects masks thresholding on image Automatic Objects Masks Thresholding					
RunColorBalance	Color Balance...	Enhance	Apply the Color Balance filter to the image Color Balance					
RunColorBalance_Old2006	Color Balance...	Enhance	Apply the Color Balance filter to the image Color Balance					
RunColorManualThresholding	By Specified Points...	Objects Masks	Manual objects mask thresholding per color and brightness samples Objects Mask Thresholding by Specified Points					
RunColorPhaseThresholding	Phase Detection...	Objects Masks	Automatic phase detection on image Automatic Phase Detection					
RunCreateEmptyImage	Create Empty Image...	File	Create an empty image in the active document Create Empty Image					
RunCreateParam	New Column...	Measurement	Add new column to measurement data table New Column					
RunDataBaseDesign	Form Design...	Database	Form design and database editing Form Design					
RunDataBaseDesign_Old2006	Form Design...	Database	Form design and database editing Form Design					
RunDivide	Mask Separation...	Objects Masks	Automatic object masks separation on image Automatic Object Masks Separation					
RunEdgeDetection	Edge Detection...	Enhance	Apply the Edge Detection filter to the image Edge Detection					
RunEdgeDetection_Old2006	Edge Detection...	Enhance	Apply the Edge Detection filter to the image Edge Detection					
RunEditMarker	Free-Length Calibration Bar	Measurement	Free-Length Calibration Bar Free-Length Calibration Bar					
RunEnchancedFocus	RunEnchancedFocus	Скрипты	RunEnchancedFocus 					
RunEqualize	Equalize...	Enhance	Equalize the active image Equalize					
RunEqualize_Old2006	Equalize...	Enhance	Equalize the active image Equalize					
RunEven2	Background Correction...	Enhance	Adjust background correction image filter Background Correction					
RunEven2_Old2006	Background Correction...	Enhance	Adjust background correction image filter Background Correction					
RunFocus	RunFocus	Скрипты	RunFocus 					
RunFocus_Old2006	RunFocus_Old2006	Скрипты	RunFocus_Old2006 					
RunGrayThresholding	By Brightness...	Objects Masks	Objects masks thresholding by brightness Objects Masks Thresholding by Brightness					
RunInfo	Image Information...	Image	Image Information Image Information					
RunMarker	Fixed-Length Calibration Bar...	Measurement	Fixed-length calibration bar Fixed-Length Calibration Bar					
RunMeasParameters	Measurement Parameters...	Measurement	Measurement parameters selection Measurement Parameters					
RunMethodSetup	Method Settings...	Method	Method settings Method Settings					
RunMorphology	Morphological Filters...	Image	Morphological operations on source image Morphological Filters					
RunMorphology_Old2006	Morphological Filters...	Image	Morphological operations on source image Morphological Filters					
RunNewCalibr	New Calibration...	Measurement	Create new calibration New Calibration					
RunODSetBackgr1	Настройка фона...	Измерения	Настройка фона оптической плотности Настройка фона оптической плотности					
RunODSetttings2	Настройка оптической плотности...	Измерения	Настройка оптической плотности Настройка оптической плотности					
RunODSetttings3	Настройка оптической плотности...	Измерения	Настройка оптической плотности Настройка оптической плотности					
RunOptionsCalibr	Select Calibration...	Measurement	Select calibration or change units of measure Select Calibration					
RunOptionsDBMaster	Interaction with DB...	Database	Specify fields for interaction with database Interaction with Database					
RunOptionsManualColor	RunOptionsManualColor	Скрипты	RunOptionsManualColor 					
RunOptionsManualMeas	RunOptionsManualMeas	Скрипты	RunOptionsManualMeas 					
RunOptionsManualMeasStat	RunOptionsManualMeasStat	Скрипты	RunOptionsManualMeasStat 					
RunOptionsStitch	Stitch Options...	Image	Stitch options Stitch Options					
RunOptionsStitch_Old2006	Stitch Options...	Image	Stitch options Stitch Options					
RunResize	Resize...	Image	Resize the active image Resize Image					
RunSelectCellPloidType	Выбор типа нормальных клеток...	Measurement	Выбор типа нормальных клеток Выбор типа нормальных клеток					
RunSetupBorders	Add Borders...	Image	Add borders to the image Add Borders					
RunSmooth	Smooth...	Enhance	Apply smoothing filter to the image Smooth					
RunSmooth_Old2006	Smooth...	Enhance	Apply smoothing filter to the image Smooth					
RunStat	RunStat	Скрипты	RunStat 					
RunStat1	RunStat1	Скрипты	RunStat1 					
RunStatGraphAxis	Axes...	Statistics	Axes Axes					
RunStatGraphCompare	Compare...	Statistics	Compare Compare					
RunStatGraphDepend	Dependence...	Statistics	Dependence Dependence					
RunStatGraphDistr	Statistics...	Statistics	Statistics Statistics					
RunStatGraphDistrOptions	Titles...	Statistics	Titles Titles					
RunStatSelect	Sample...	Statistics	Sample Sample					
RunStat_Old2006	RunStat_Old2006	Скрипты	RunStat_Old2006 					
RunSupport	Technical Support	Help	Technical support Technical Support					
RunTemplatesManagerDBMaster	Database Print Template Manager...	Print	Manage print templates Print Template Manager					
RunTemplatesManagerMaster	Print Template Manager...	Print	Manage print templates Print Template Manager					
RunTimerInput	Timer Input	Acquire	Input a number of frames at specified intervals Timer Input					
RunTimerInput_Old2006	Timer Input	Acquire	Input a number of frames at specified intervals Timer Input					
RunUnsharpen	Unsharp Mask...	Enhance	Increase the overall sharpness of the image Unsharp Mask					
RunUnsharpen_Old2006	Unsharp Mask...	Enhance	Increase the overall sharpness of the image Unsharp Mask					
RunUserMeasParamEdit	User Defined Parameters...	Measurements	User defined measurement parameters User Defined Parameters					
SaveImageFromDB	Save Image...	File	Save source image to file Save Image					
SaveObjects	SaveObjects	Скрипты	SaveObjects 					
SelectInputDeviceMaster	Select Device and Input...	Acquire	Select device and input image into a new document Select Device and Input					
SelectInputMethod	SelectInputMethod	Скрипты	SelectInputMethod 					
SendSrcImageToDB	Source Image to DB	Database	Send sourse image to database by interaction settings Send Source Image to DB					
SendSrcImageToDB_Old2006	Source Image to DB	Database	Send sourse image to database by interaction settings Send Source Image to DB					
SendToDB	Send to Database	Database	Send data to new database record Send to New Database Record					
SendToDBAllTypes	All Elements to DB	Database	Send all elements to database by interaction settings Send All Elements to DB					
SendToDBAllTypes_Old2006	All Elements to DB	Database	Send all elements to database by interaction settings Send All Elements to DB					
SendToDBToActiveField	To Active DB Field	Database	Send active element to active database field Send to Active DB Field					
SendToDBToActiveField_Old2006	To Active DB Field	Database	Send active element to active database field Send to Active DB Field					
SendToDB_Old2006	Send to Database	Database	Send data to new database record Send to New Database Record					
SetBrightnessPanes	Set Panes for Brightness	Internal Scripts	Set Panes for Brightness Set Panes for Brightness					
ShowCfg	Configuration	Statistics	Show/hide Configuration bar Show/hide Configuration bar					
ShowClassLabels	Show Class Labels	Tools	Show/hide labels of classes Show Class Labels					
ShowContextscript	Context Viewer	Tools	Show/hide Context Viewer Context Viewer					
ShowDockBars	Show Dockbars	Internal Scripts	Show dockbars 					
ShowDockBars_Old2006	Show Dockbars	Internal Scripts	Show dockbars 					
ShowHistogram	Histogram	Tools	Show/hide Histogram bar Histogram					
ShowHistogram_Old2006	Histogram	Tools	Show/hide Histogram Histogram					
ShowImageAnnotation	Annotation	Tools	Show/hide Annotation toolbar Annotation					
ShowImageAnnotation_Old2006	Annotation	Tools	Show/hide Annotation toolbar Annotation					
ShowMainToolBar	Main	Tools	Show/hide Main toolbar Main					
ShowMeasManual	Manual Measurements	Tools	Show/hide Manual Measurements toolbar Manual Measurements					
ShowMeasManual_Old2006	Manual Measurements	Tools	Show/hide Manual Measurements toolbar Manual Measurements					
ShowMethodPanel	Method Bar	Tools	Show/hide Method bar Method Bar					
ShowMetodicsTab	Fucntion Bar	Tools	Show/hide Fucntion bar Fucntion Bar					
ShowMtdListToolBar	Method List	Tools	Show/hide Method List toolbar Method List					
ShowObjectEditor	Object Editor	Tools	Show/hide Object Editor toolbar Object Editor					
ShowObjectEditor_Old2006	Object Editor	Tools	Show/hide Object Editor toolbar Object Editor					
ShowPropertyBar	Properties Page	Tools	Show/hide Properties page Properties Page					
ShowSelectionToolBar	Selection	Tools	Show/hide Selection toolbar Selection					
ShowSelectionToolBar_Old2006	Selection	Tools	Show/hide Selection bar Selection					
ShowStatInfo	Info	Statistics	Show/hide Info bar Show/hide Info bar					
ShowToolsCustomize	Customize...	Tools	Customize the program interface - toolbars, menus etc. Customize					
StatDataToExcel	Statistical Table to MS Excel	Measurement	Send active statistical table to MS Excel Send Statistical Table to MS Excel					
StatDataToExcel_Old2006	Таблицу статистики в MS Excel	Измерения	Отправить активную таблицу статистики в MS Excel Отправить таблицу статистики в MS Excel					
StatRemove	Delete Table	Statistics	Delete data table Delete Data Table					
ToEn	ToEn	Скрипты	ToEn 					
ToRu	ToRu	Скрипты	ToRu 					
TV5	Capture	Acquire	Capture an image from video device Capture					
TVInputCurrent	Input into Active...	Acquire	Input image into the active document Input Image into Active Document					
TVInputNew	Input into New...	Acquire	Input image into a new document without device selection Input into New Document					
Wnd2Meas	Split and Synchronize	Window	Split document window vertically, show image and its Measurement Data Split and Synchronize					
